"property_id","price"
"d56159653f5d2abc5ed5acd7",905862821.344046
"45550aa81c0151f1fd9fd8fe",698962593.992662
"735deef3382aa15930482f3e",835038596.958047
"0dd49fa8bb7be52b851c6dc9",807406378.094331
"7d3220a91e78f8bc2924d1cd",898457937.889875
"d3054072b2175deec2c1f8dc",688994735.791467
"b7574b06d593fca4eac59815",689417191.099918
"79e822115c5c1a4531366001",734597954.122681
"d3ed5316a463d38c1bd321d0",1018495891.84651
"2f1880c9b8f7ac2715e1236d",713623418.023632
"dcca1c7f109175760ff531c6",471717746.720899
"dfc4f3facf91bbd93ee0fa4d",858766608.312083
"30e134a6cbe61d7954d0f56b",578195237.954283
"385fee7bd9ad7722d45dd034",619092059.819799
"87199c236bf22903d1aafdd0",612813513.793844
"19e19ad0cd6b5e84d8aa970e",782858113.413216
"907f968e78d748fde69dd44f",719661549.845879
"be094e5db0f784e3aa013aae",458359572.123361
"7ab96f83915bc84f8c03c1bd",678853422.410671
"07f4aa9b9ff5b0b05d31e6c0",925123422.286442
"e9be8cd37abed8ab510ba1f5",919746600.579655
"5f6ad58df27b562db077b5ce",805963840.270998
"ee96d947484aaace40f9b77f",876072976.05122
"15c4aef8401208054697b81e",991464480.766909
"22d6cb11333f2839b8112b89",1127092680.01918
"288c09c33907dadbae495c11",1123773534.27873
"f71d2bca0c5fe2720a1544c4",881115591.276246
"451744cf3ce55a98db8a3562",928826614.002895
"fba9ae05a6a8a9e0c6268a9f",887428871.351338
"1338e58f7dcebf5a1ea59388",956027977.93941
"a817e8da0ada143ac87277ee",620903659.445224
"46d8bb3e9a0ca584d3c7a317",588458272.808311
"b2506aa9463aebf01e1e00ca",664886883.041106
"7ec025b9b6e6f33bf65af41b",756253853.381063
"2ff531e27672ecd2362eed55",920916609.116961
"9b3cf0d1b91b9c6a2a887647",694274845.260339
"7db5291ce4602d9b2b266872",431900981.985038
"65d5918e826c33bb950fc008",730212333.351846
"395c34e4b8f52cbdb0522459",853131469.843576
"855f4b67d2bd6d18fd03d8e7",859668176.582779
"9ff06409b37e5b5dece4604a",730052165.940683
"0508cd7bd2c77ebb6fea1e56",739600956.232626
"b45fff2e718e54772d46a3fd",732958430.030785
"cf4d2297b73dbc357d21e31b",723684621.010264
"0ada7044c5b29925abc90879",726652211.954226
"6305f02255274ab5fb6bd39c",839687886.876579
"d9a94194ae1350512beff3e6",826601049.531157
"e3896296cb80d50d9ad3f903",958801182.557571
"6514f355887c64136edb5595",923331175.59168
"f03400cc18e12903b3ffbe5a",840430084.17988
"4e134600155a64783b3f8c3e",856426087.049486
"d63ebc63c82fbf66d8b6ffd3",818169708.830711
"1bd64811bd59706844230198",942957016.900865
"a83921284639eedd4a511cb6",806674060.262452
"a2f3f7a1cd573e2a33f52e2d",816843564.53226
"47344a66471fa51f61c64652",806488462.652818
"78fd849c9429091347d7e5c9",795360460.200241
"c3daf2abea55af99c9579319",777067536.134997
"52864916eb1984abca41ec66",891819797.501969
"c62494a9d7aede44f2f84023",1005071187.23723
"a2b576643f7a032371587e5e",1122320146.60095
"e53bc68f0e97ccead24f3e56",781136920.778466
"fd82c710aad91bc90af490fe",693657162.344218
"d436abc2ee37ba3dd561e940",693883065.736884
"216a598114a403676011cb51",737161683.063091
"ea230d5eccd2b687888173bb",673589969.050556
"18bd0dd7580f2a7cb19a90b9",579132128.4589
"b143c8ca6d334f6a73c3f2a0",406463163.820266
"ab388cb4fa511968783bafee",693554879.412975
"6a4f08cd04d558a56af732d9",773416608.766846
"7216c895aa047c4f405c4941",675138157.560746
"a493488dcd906dc74cf8a604",862076595.641618
"7844b0b2bc65dced90a355c6",751461479.23638
"c1976383069b6b82ab29d092",739102286.390319
"e5cfd99e2308b7b73581dbdc",687326952.933096
"c18c2ea88f4ac53970b53d2c",724128284.994054
"842c9f0e4edf1e5a672ce15e",859208868.910695
"7dd1e46dcbddc6bf5ef694de",693608857.573395
"6cc4f32b39180bd1ec7e117b",741697780.581567
"79e643789a85dc4ffad49a25",667596449.72012
"b3402a9173d289d6db78e09d",962664032.102803
"a446507813234e358db8b573",583173331.460397
"c8ef57ddfb35061d1876f94e",810975695.214443
"360be0df2c003005e3db080e",1035792027.04752
"9ab245a4c91877cb7a8661ce",994115552.351231
"a57a34c7486e7a40e8deb316",954299713.712738
"ceba7d0f56f6cb03538962fb",824551158.198119
"d5475993f9db58c3e4baf7a3",813525865.417086
"d37a1dda09e30da13ff5bfc3",826115817.664896
"68a8b8d077a8232723bf37e9",805963840.270998
"e1eea7716ca6490b7640717a",817035612.223394
"4ae6d75b10848d259ecba576",824602853.381972
"17afbce5c0b56732abbea936",935532978.718872
"84a2673eccd3cf3bd7fd3eb0",891819797.501969
"f2f4e6cbafe527b155707f01",1039416354.20259
"de2e3a592cda5b76c9573c5c",913302901.833987
"fac651cf404a58f24dc7d286",1074363906.13976
"e6f312a0877af26b69855a3d",1146773630.19934
"333a643c623a9bc75f3a40f2",937920520.13674
"64593641e470908ef23b46cb",1003702600.78898
"ce9f2f0071be658ae75ca6f9",1124608246.46462
"9ab385e399a4673732b6a799",862070759.052849
"3429c774b736cefc051e2c55",732495858.957868
"a51ad0372758b2bbfe73f8fd",794246074.549707
"8c801a266256e3fbabe7e3d2",778923482.585076
"ca2f81b8fb6fda20aefb0ccb",682554313.106094
"3c1b1f86087f9b99380e387c",913574745.060506
"b0cad5d612954b8cab18101c",981273195.392583
"7eb991f4c69215377e4dac8f",898288751.261657
"0d130b8bea4321300396fa34",1201856918.98845
"8dfa059401e1dca80ae65ae1",712614964.370912
"3e3f264cd0ac7a65ed2349a2",986386023.566207
"112dce80bf512f3f24391d23",727134114.873815
"ff25ded6333278149f8fb68f",822870384.299726
"d555b82c192794e87e9d536f",822153980.987487
"a787382d96ef9fce8f27bc70",1028943694.3424
"8c3aa295f7bcfd9a43eb2037",927299637.933305
"13ac95652fb3cf6c43dafc66",624525416.387479
"42fc6a80b882c32f6264ac10",846908173.720436
"1e9c53e09220d689a0210ab9",369931321.237319
"3348706086aa3db5c92259c3",718636386.48734
"66d402a9b7d05f29282ddb00",854209393.190504
"cf88be51d6f31c10e5868ff7",621483798.308418
"30b3f38716be209a894b0942",726197411.995314
"0a5908a92d0ba3e36f54b1f3",483133961.535348
"dd206b6ea2d7f6555109ea39",772135084.341895
"c641febd8bc2ece3e4d2d8b6",850511185.862371
"c11fdc02a288af0572a2bca1",857323571.0982
"35dc60a65969b264ab283d6d",861693890.435301
"d9cb0f637cd4feaaaf8a21c0",932424886.54138
"7e8dfae9a5f1faf8afa706f7",620542453.769536
"a280fe7610c254b935c9dcfc",381338752.219103
"85524880fdc4e4daf90e96fd",771717983.818933
"f361109d06f6609c16724b39",730212333.351846
"3f6b2f0c0876c21755369cb6",839687886.876579
"de26819064a290ce78d8fcc1",810906675.946031
"91be1260a84ab7fa3521c495",965743582.252469
"18c8dc4549d38c918af2972e",975941951.38229
"782b0fb8641849c2c34291e6",486900954.151626
"54933f8b33a4fd6f031ed5be",917685628.561899
"953176c9a901b4f61c030432",664189363.658031
"357e2add3d68167a4f3ce15e",852553820.811141
"90332d50e91925eb9b614bef",939631138.21412
"11723d1d472bf1a3fdd8b72c",1008781811.39492
"01f8b6799e2910f7769db175",895570506.77225
"a0d5001f7dd42d7f0c91d2a9",696463968.639578
"d4439c35bcb88e1490916c67",792923305.941306
"4a73dad0ff8a5262e8b07c4b",916573078.50725
"3dd8085a65f24b497ea59557",1033629065.11192
"39ef085809bc80e32e7b6af6",1020831397.69119
"b98ee16e8fd7d1c75a9da13c",1029435739.79582
"16deb26bf740fa61e258f545",962484637.797463
"732a3bd457d7798e1fd892f6",827155909.268728
"1376058cb128a1c7729cd2e9",837064930.507433
"cac7e7c3e13af91bdc7107e8",919842244.863822
"9f3dfa6e1422f6aeac527c61",575106490.689461
"4dd3d1288ccb66ee4fb9c097",1006628500.17633
"15fb97d6a43731d61e95d004",910553570.967265
"dac29573163315edf99e0e7a",747207708.677713
"b93f2864087d41c3c92d43c3",832230639.460878
"cd4656aed92f5c0a0b6b7c0c",832230639.460878
"556210496090b42ac10cf1b8",1122320146.60095
"762979729fb21e56a32ed14e",1122320146.60095
"ea935b76abe664d5e2c4736f",730212333.351846
"40e9ef1e7c6749b7a8d04ea9",723811707.173348
"058265732a484ac8d5497f5c",737897965.255602
"6f52ea8340cdd283f9a79720",839851032.050651
"cafe7c1ee67458e05c84d5fb",839687886.876579
"3f45ed2f08a2b03b738fbb5e",430574613.268481
"f203b18854b75c4564d7a17d",842902242.330624
"d5333f639d11bc3ab073ed72",936577414.396581
"c14f644116669a160446a945",700823626.222446
"de585856ff546e00a5a4672e",788060308.274874
"7a80663cae7c191b5d025fa0",906688877.304015
"71f80198e68fbba902650b1a",726181705.992725
"f3523e0626df8cea803ead0f",749397069.68659
"619abd5f978b1573761be86d",828925153.225745
"17a2323b855e93533a9f09f2",697559665.94084
"38e8630f2c05ea38e2257c21",828972062.339725
"1e3798d739f85ee0e5a314ca",582148603.385782
"46d0544f411bbfb6b452858c",713410628.530954
"605e7a71eecb13b23ffca0c1",751986994.032077
"7515b37b7ae7c62f3dafbe7d",738116449.860708
"28be121ada9c9303be802474",827745483.017046
"331d54f8a1bd3dabce73d6d9",910504855.23687
"22d167639ccaace593dffa31",946611133.212951
"36cd68fc3ffab79fcaa340ab",776425396.587892
"db924733e88c361cdfab874a",956096112.04992
"64eea2e9a13a8edfe8ac7027",831392161.512848
"97fe6eeed892111bfa20255b",949917615.869487
"b54e6757829ac95e2076d954",822766479.524711
"dd59b8122458557041903207",729646789.090266
"b35c58fc1c05a77433025318",732570627.21877
"c41964afa164d8b75f8dbe92",831071681.807074
"96b3ea80cce599b68f96f86e",725298610.433967
"a4bc87ad4f1ad97c0a63d843",851973286.024607
"16e62269e6aa2ea052d05f71",814399434.91658
"518b37b51f824fa0fb5075d3",928964495.615549
"e083d83369cbc93fb94842a1",730874964.440361
"57deff02895d5286eda10d89",929542772.912453
"7ed35835fbe694bc237abe38",833806230.346884
"b48efa9ddf36e85164354f26",914504528.946721
"5910c9b29a1025bada93a5e1",861231803.874722
"10a650e8cb5425c97f08f68a",856871551.367269
"9e0feca2ec3043ae6f840631",933475160.582601
"35ce37bbecac6b164fa21e6c",912291624.824546
"c4955010d066e013812a85ea",921776151.956549
"d5a83c31bec18d1c3eb9af7d",826749258.795689
"70217bd08583854329722821",846764791.539632
"28e748e7aa0a447731e06706",804856330.749292
"27929c0a3e0fd2d6d2969e03",558677566.3409
"5c5ea0d8bae75e0a5c88414f",935417643.945394
"2233f50cf7b04791cf1ddeaa",832995399.910148
"bf430621f17dcaf17fb91ac7",830903093.65099
"d8dc9de06461e0220bc55906",757682049.418522
"d988975f8c4e6ee8fd8dc1e1",723905763.339806
"bab884e0f99df269805e83a4",815699623.900149
"8fa9b20af1508af7a01e2267",1324946501.83079
"b6f195d44ddbe10b78b97191",723654403.903796
"2ab0eeac4a228d5769fb4365",716314116.704112
"347a4deda03bfdde6d1c163d",903621932.777429
"17230f18b30b94606fea047d",729977687.329414
"eab4ae491bbbe7b8ab107229",948331261.276947
"07c753474a847bf2bccd55b7",733700742.810851
"b7ce05400f0261743073e072",682421339.473965
"4a33d213841d2af537aa967a",860699863.80663
"04eb0b590ce7483c615b043b",845566869.37104
"a01a51af09a3dc387a18b58c",601821545.449399
"270b930a9e22d5016ffa4019",1055828773.00458
"5ed1320fe84a518e267ff537",931437184.466269
"f04b574dc221473cfd616e22",766977152.462696
"6f7e390aa6135019dc5a828f",687437682.826558
"776d4a19fb3852fe6dcd3ddb",503437490.257884
"b7f164b79658952248866c34",757654291.10942
"aafeff5826516e363471e439",445033374.093485
"eba6a2b80a17a846ae560ece",556450835.376207
"90e62f8656ae504bf6175e0d",644945968.882475
"dc4331d09a1e36baaa6bde53",720103219.161277
"372d67ccb9d251e290891f0a",679367735.947353
"a7801c67a0ddd71c50ba38d3",678853422.410671
"e4d6b81f169cab8ea0244d75",668874200.433594
"cd5c6655243a4be0912bc92a",954299713.712738
"f7a7281a19733251134364fc",923389927.077805
"a716ec25a219961fbe90f367",1039416354.20259
"8bd45966c16d4eafb49ee2a2",984262502.399124
"baabbdaa5e8f69fc90d303c1",1019790512.89341
"8bed46960db1b2a7954ffbcb",1145804098.95467
"dbc123f9502159d660f375ca",1158663840.17877
"a4683facc81ccda10e9ae388",1124608246.46462
"3a576586fa1aac85c2ffb75b",892631967.033047
"b1fb98d0ba25b21c6647d423",1033016765.77175
"97fa4be3ed93c37c048f507c",588356187.911518
"cf184cc576effe39c0f857b8",694892229.403409
"784f67fcb2d009d352740ed1",637892196.934128
"f4d6ce332121f814aa663fca",750542358.592407
"c87ae84ef029febca1e633e8",679067853.932953
"e876c6fd9c161861fb92ad5a",972424377.548163
"9047c4764f2c6b1a10b87e99",693205182.386117
"234c94e9a248ae57bb5a0771",727613021.917351
"a49c2976ca4f24f3a6b622e3",704815076.121107
"ffc171cf73514bed077339a6",803214263.598023
"fba83f5feea2522888377066",750775158.222074
"1a593800d5785ecc36c25ead",925136742.257315
"ab157c9601861dc387a91b82",842902242.330624
"f87f8003f15b0fbc12609514",717158689.66502
"f44d035ea2b15b2c69d4da50",866573802.379631
"fc815b59cce7934f816f0502",909039865.07498
"32915b77ca68000ba9eed6d8",740536414.960026
"cb083fa7ff634f424a351840",677241456.21851
"4f3c7b9bc78f882f858b3d3a",783357368.881793
"53d33316e237830ad463a26b",656353959.09159
"f5d852e25d51377686c43bc8",731822123.995817
"64731b6eaf4fd2bb6c155013",958568469.225506
"dad7e45e4706ab2564ef9cf1",456566650.483494
"255914e9b13ad94efa6ed365",726161104.464445
"5a8950a64b4aea4ac13dad45",912164110.873152
"70f51b4abf26651111305b1b",944677290.465507
"8919ca18fff7571002e440ec",956656911.831798
"f776a4e0c8c82b3d29756b34",1122320146.60095
"7ea4af39a7e577ffbd600f0d",622705944.126504
"45fc0d46c7a4df7ff6976fce",887630662.79635
"7cdcecc706fc7c79cce45b20",940075796.443825
"3503f56e09e639be4762ff2d",817922053.090061
"f70ac0d227db6f5333aa821e",845299764.393453
"20db610da64f80afc1621b12",730050006.422121
"c80ef212c870e2f20ed2234a",801990714.154025
"7dc68d5cac1b7fcdab35586e",526391022.42521
"a478fb93a131fee4119bb9f9",928550792.516065
"7749b2b534213ec7b536372b",666178890.792114
"43e59f5312e304fc21c1e052",1076639288.44518
"82a7920524816f3db7f5a4ca",625076376.41499
"1a7e331d9ff88ae5efafa8ea",943442333.44262
"a57350d4c79a415137281cb7",565017782.863605
"f3a6132006d54d0e22a17e84",733429849.448037
"14caab87a129f51b2b70508e",835993344.339489
"ba2423d79744d763aa3744f8",828783782.248935
"1caac10c1121a795a172889b",770858658.59474
"40768729f2697b87ed6519d1",820598404.766179
"843234d3c6c20bb60a17fbee",861348982.894994
"cd2e4dff930a1c7a1a569992",921628625.060769
"5a6eab133b7e95155f6a9012",861563651.272298
"5bba6c40aeb129c433d2c58e",924933912.500787
"ad3c644b506498127c7beef1",785500153.488987
"a379656c49f4cb1cfc5b3f03",919953778.499136
"998c1a6ace613d8a7468ba5c",856426087.049486
"dd610d7ece83bb02dcd7a22f",764240526.504903
"539467d04a2b3e78c592b11b",756253853.381063
"e40fe4ac43cabe82c03dda59",690136177.75703
"5561eab714583013b422e7d4",751461479.23638
"d9110b2b5b1c02766da9e24e",851321974.069478
"c72cf05b93b9c290c063b08b",874971755.607645
"d71cc157c0c43935989009f5",802353210.538561
"4199eaa19ddf8ac436bb2ba3",962664032.102803
"d23d12bd86def2657038a481",923389927.077805
"ca438e13d8aa6285858da0aa",891819797.501969
"a173eb804f4bcf6bfe889417",1039416354.20259
