"property_id","price"
"d56159653f5d2abc5ed5acd7",20.4039200174484
"45550aa81c0151f1fd9fd8fe",20.2906281613243
"735deef3382aa15930482f3e",20.3534440236828
"0dd49fa8bb7be52b851c6dc9",20.3630889144202
"7d3220a91e78f8bc2924d1cd",20.430388335694
"d3054072b2175deec2c1f8dc",20.0686504270717
"b7574b06d593fca4eac59815",20.0686829749508
"79e822115c5c1a4531366001",20.1452835648289
"d3ed5316a463d38c1bd321d0",20.5379776731718
"2f1880c9b8f7ac2715e1236d",20.0747641941811
"dcca1c7f109175760ff531c6",20.0559934091711
"dfc4f3facf91bbd93ee0fa4d",20.3622397675294
"30e134a6cbe61d7954d0f56b",19.9482029559429
"385fee7bd9ad7722d45dd034",20.0427361679366
"87199c236bf22903d1aafdd0",20.0461766880419
"19e19ad0cd6b5e84d8aa970e",20.2620867226446
"907f968e78d748fde69dd44f",20.2872894909733
"be094e5db0f784e3aa013aae",20.0234220919238
"7ab96f83915bc84f8c03c1bd",20.0446213964422
"07f4aa9b9ff5b0b05d31e6c0",20.5077446419954
"e9be8cd37abed8ab510ba1f5",20.4962577938741
"5f6ad58df27b562db077b5ce",20.3252368669745
"ee96d947484aaace40f9b77f",20.3167974196107
"15c4aef8401208054697b81e",20.6635394432816
"22d6cb11333f2839b8112b89",20.7219227433841
"288c09c33907dadbae495c11",20.6156901506173
"f71d2bca0c5fe2720a1544c4",20.3547628536215
"451744cf3ce55a98db8a3562",20.3658825919043
"fba9ae05a6a8a9e0c6268a9f",20.3950118211012
"1338e58f7dcebf5a1ea59388",20.4145294208709
"a817e8da0ada143ac87277ee",20.095345526309
"46d8bb3e9a0ca584d3c7a317",20.1313275482098
"b2506aa9463aebf01e1e00ca",20.0352325083241
"7ec025b9b6e6f33bf65af41b",20.150986720264
"2ff531e27672ecd2362eed55",20.4750821317529
"9b3cf0d1b91b9c6a2a887647",20.1744729250761
"7db5291ce4602d9b2b266872",19.9797313407331
"65d5918e826c33bb950fc008",20.2684788186954
"395c34e4b8f52cbdb0522459",20.350697445639
"855f4b67d2bd6d18fd03d8e7",20.4617834522503
"9ff06409b37e5b5dece4604a",20.2638999582388
"0508cd7bd2c77ebb6fea1e56",20.1262603466618
"b45fff2e718e54772d46a3fd",20.3180164448649
"cf4d2297b73dbc357d21e31b",20.2248844834454
"0ada7044c5b29925abc90879",20.248628364174
"6305f02255274ab5fb6bd39c",20.3760206891218
"d9a94194ae1350512beff3e6",20.4256144709013
"e3896296cb80d50d9ad3f903",20.5175300102785
"6514f355887c64136edb5595",20.5271910397781
"f03400cc18e12903b3ffbe5a",20.4614936003962
"4e134600155a64783b3f8c3e",20.3329689338135
"d63ebc63c82fbf66d8b6ffd3",20.4581812533511
"1bd64811bd59706844230198",20.4521710867081
"a83921284639eedd4a511cb6",20.4381605306795
"a2f3f7a1cd573e2a33f52e2d",20.387303831459
"47344a66471fa51f61c64652",20.3551990005971
"78fd849c9429091347d7e5c9",20.331863328131
"c3daf2abea55af99c9579319",20.3626842168612
"52864916eb1984abca41ec66",20.5369604343632
"c62494a9d7aede44f2f84023",20.5092671326932
"a2b576643f7a032371587e5e",20.7005406090914
"e53bc68f0e97ccead24f3e56",20.337296297519
"fd82c710aad91bc90af490fe",20.2339483489375
"d436abc2ee37ba3dd561e940",20.2342770944581
"216a598114a403676011cb51",20.2134017917848
"ea230d5eccd2b687888173bb",20.1821652516837
"18bd0dd7580f2a7cb19a90b9",20.090672397568
"b143c8ca6d334f6a73c3f2a0",19.8149291482487
"ab388cb4fa511968783bafee",20.0608768314853
"6a4f08cd04d558a56af732d9",20.226886223324
"7216c895aa047c4f405c4941",20.2094471802963
"a493488dcd906dc74cf8a604",20.401141786468
"7844b0b2bc65dced90a355c6",20.1899769407956
"c1976383069b6b82ab29d092",20.1579931688013
"e5cfd99e2308b7b73581dbdc",20.0801078896582
"c18c2ea88f4ac53970b53d2c",20.3887659744185
"842c9f0e4edf1e5a672ce15e",20.4031078695427
"7dd1e46dcbddc6bf5ef694de",20.1224781321345
"6cc4f32b39180bd1ec7e117b",20.3667318483181
"79e643789a85dc4ffad49a25",20.290477345325
"b3402a9173d289d6db78e09d",20.5437116972681
"a446507813234e358db8b573",20.1283712116606
"c8ef57ddfb35061d1876f94e",20.4380025026811
"360be0df2c003005e3db080e",20.5928793531671
"9ab245a4c91877cb7a8661ce",20.5744507920565
"a57a34c7486e7a40e8deb316",20.452430128798
"ceba7d0f56f6cb03538962fb",20.3545691874167
"d5475993f9db58c3e4baf7a3",20.3670199683182
"d37a1dda09e30da13ff5bfc3",20.3603678495114
"68a8b8d077a8232723bf37e9",20.3252368669745
"e1eea7716ca6490b7640717a",20.365018444847
"4ae6d75b10848d259ecba576",20.3498840076448
"17afbce5c0b56732abbea936",20.4219312268274
"84a2673eccd3cf3bd7fd3eb0",20.5369604343632
"f2f4e6cbafe527b155707f01",20.6249788269477
"de2e3a592cda5b76c9573c5c",20.5825854285345
"fac651cf404a58f24dc7d286",20.714536835262
"e6f312a0877af26b69855a3d",20.6453190286516
"333a643c623a9bc75f3a40f2",20.2619770546977
"64593641e470908ef23b46cb",20.5701559572649
"ce9f2f0071be658ae75ca6f9",20.7030705664079
"9ab385e399a4673732b6a799",20.275616353564
"3429c774b736cefc051e2c55",20.2493934314779
"a51ad0372758b2bbfe73f8fd",20.2657263947562
"8c801a266256e3fbabe7e3d2",20.3278223096448
"ca2f81b8fb6fda20aefb0ccb",20.1068118759069
"3c1b1f86087f9b99380e387c",20.4214857758429
"b0cad5d612954b8cab18101c",20.4378158569042
"7eb991f4c69215377e4dac8f",20.5000412569272
"0d130b8bea4321300396fa34",20.8466853130228
"8dfa059401e1dca80ae65ae1",20.3607760775006
"3e3f264cd0ac7a65ed2349a2",20.4764098574905
"112dce80bf512f3f24391d23",20.3677972507072
"ff25ded6333278149f8fb68f",20.4623104911651
"d555b82c192794e87e9d536f",20.4117306011532
