"property_id","price"
"d56159653f5d2abc5ed5acd7",806394360.028
"45550aa81c0151f1fd9fd8fe",600703330.985415
"735deef3382aa15930482f3e",747527313.982314
"0dd49fa8bb7be52b851c6dc9",737603050.835197
"7d3220a91e78f8bc2924d1cd",805090925.211861
"d3054072b2175deec2c1f8dc",490051844.594658
"b7574b06d593fca4eac59815",490098496.388008
"79e822115c5c1a4531366001",549280699.870598
"d3ed5316a463d38c1bd321d0",921289309.728022
"2f1880c9b8f7ac2715e1236d",531473064.625819
"dcca1c7f109175760ff531c6",521992413.164354
"dfc4f3facf91bbd93ee0fa4d",717412758.163612
"30e134a6cbe61d7954d0f56b",413286680.566611
"385fee7bd9ad7722d45dd034",495060974.708413
"87199c236bf22903d1aafdd0",488999816.29548
"19e19ad0cd6b5e84d8aa970e",615384898.313048
"907f968e78d748fde69dd44f",611118822.228881
"be094e5db0f784e3aa013aae",515355375.638695
"7ab96f83915bc84f8c03c1bd",479245554.044484
"07f4aa9b9ff5b0b05d31e6c0",810363912.81551
"e9be8cd37abed8ab510ba1f5",808445923.773549
"5f6ad58df27b562db077b5ce",720013061.553442
"ee96d947484aaace40f9b77f",776729802.690394
"15c4aef8401208054697b81e",914609870.600978
"22d6cb11333f2839b8112b89",1007749991.69902
"288c09c33907dadbae495c11",940869519.782435
"f71d2bca0c5fe2720a1544c4",769054826.232288
"451744cf3ce55a98db8a3562",810822227.057912
"fba9ae05a6a8a9e0c6268a9f",786755417.149482
"1338e58f7dcebf5a1ea59388",823861178.897312
"a817e8da0ada143ac87277ee",555009032.27028
"46d8bb3e9a0ca584d3c7a317",475816092.802073
"b2506aa9463aebf01e1e00ca",470364397.100821
"7ec025b9b6e6f33bf65af41b",581803099.65165
"2ff531e27672ecd2362eed55",823180198.234088
"9b3cf0d1b91b9c6a2a887647",583038305.903655
"7db5291ce4602d9b2b266872",479595098.193869
"65d5918e826c33bb950fc008",643405896.074126
"395c34e4b8f52cbdb0522459",742156600.475853
"855f4b67d2bd6d18fd03d8e7",735728216.82874
"9ff06409b37e5b5dece4604a",652824669.520276
"0508cd7bd2c77ebb6fea1e56",672190747.118564
"b45fff2e718e54772d46a3fd",648115880.375663
"cf4d2297b73dbc357d21e31b",658174556.664786
"0ada7044c5b29925abc90879",646589589.362664
"6305f02255274ab5fb6bd39c",753897476.80067
"d9a94194ae1350512beff3e6",756366390.972649
"e3896296cb80d50d9ad3f903",900283395.639665
"6514f355887c64136edb5595",835942676.143685
"f03400cc18e12903b3ffbe5a",761733405.701158
"4e134600155a64783b3f8c3e",743463279.301318
"d63ebc63c82fbf66d8b6ffd3",735191089.477824
"1bd64811bd59706844230198",828117270.772387
"a83921284639eedd4a511cb6",749785433.374785
"a2f3f7a1cd573e2a33f52e2d",749897077.353125
"47344a66471fa51f61c64652",736078000.930956
"78fd849c9429091347d7e5c9",715737502.022649
"c3daf2abea55af99c9579319",669914091.656714
"52864916eb1984abca41ec66",810729591.560857
"c62494a9d7aede44f2f84023",892255545.124864
"a2b576643f7a032371587e5e",1011908383.76711
"e53bc68f0e97ccead24f3e56",661598236.350679
"fd82c710aad91bc90af490fe",580026267.213045
"d436abc2ee37ba3dd561e940",580196264.817418
"216a598114a403676011cb51",651261251.788267
"ea230d5eccd2b687888173bb",569931831.348902
"18bd0dd7580f2a7cb19a90b9",467649779.151072
"b143c8ca6d334f6a73c3f2a0",233368663.329453
"ab388cb4fa511968783bafee",493437989.589833
"6a4f08cd04d558a56af732d9",604500483.752599
"7216c895aa047c4f405c4941",601555185.575017
"a493488dcd906dc74cf8a604",802693756.713702
"7844b0b2bc65dced90a355c6",683649068.642978
"c1976383069b6b82ab29d092",618888136.699632
"e5cfd99e2308b7b73581dbdc",516792520.319363
"c18c2ea88f4ac53970b53d2c",654396418.728677
"842c9f0e4edf1e5a672ce15e",792964824.561837
"7dd1e46dcbddc6bf5ef694de",592759413.109862
"6cc4f32b39180bd1ec7e117b",653871301.013579
"79e643789a85dc4ffad49a25",667084488.046503
"b3402a9173d289d6db78e09d",849877387.373982
"a446507813234e358db8b573",631457747.408257
"c8ef57ddfb35061d1876f94e",753471897.986933
"360be0df2c003005e3db080e",922383745.881907
"9ab245a4c91877cb7a8661ce",884975052.270985
"a57a34c7486e7a40e8deb316",838724798.601579
"ceba7d0f56f6cb03538962fb",761929959.446622
"d5475993f9db58c3e4baf7a3",722110922.739783
"d37a1dda09e30da13ff5bfc3",740984193.40205
"68a8b8d077a8232723bf37e9",720013061.553442
"e1eea7716ca6490b7640717a",744306543.214577
"4ae6d75b10848d259ecba576",753622721.231076
"17afbce5c0b56732abbea936",833952030.652532
"84a2673eccd3cf3bd7fd3eb0",810729591.560857
"f2f4e6cbafe527b155707f01",923109360.310595
"de2e3a592cda5b76c9573c5c",844889166.891333
"fac651cf404a58f24dc7d286",992602983.191621
"e6f312a0877af26b69855a3d",1016211731.00673
"333a643c623a9bc75f3a40f2",749252998.320376
"64593641e470908ef23b46cb",917685166.96152
"ce9f2f0071be658ae75ca6f9",1014117260.73977
"9ab385e399a4673732b6a799",777286808.389812
"3429c774b736cefc051e2c55",671759234.029941
"a51ad0372758b2bbfe73f8fd",669739657.002392
"8c801a266256e3fbabe7e3d2",761030426.131291
"ca2f81b8fb6fda20aefb0ccb",568532152.072172
"3c1b1f86087f9b99380e387c",785203010.045796
"b0cad5d612954b8cab18101c",813658440.91697
"7eb991f4c69215377e4dac8f",800526194.867845
"0d130b8bea4321300396fa34",1065554943.1704
"8dfa059401e1dca80ae65ae1",599063355.591479
"3e3f264cd0ac7a65ed2349a2",868815004.273667
"112dce80bf512f3f24391d23",654396418.728677
"ff25ded6333278149f8fb68f",735358682.60452
"d555b82c192794e87e9d536f",755214247.881219
"a787382d96ef9fce8f27bc70",914663293.261803
"8c3aa295f7bcfd9a43eb2037",832116473.495696
"13ac95652fb3cf6c43dafc66",539880113.051486
"42fc6a80b882c32f6264ac10",752741826.369796
"1e9c53e09220d689a0210ab9",429300631.313756
"3348706086aa3db5c92259c3",528005171.500419
"66d402a9b7d05f29282ddb00",741167619.193572
"cf88be51d6f31c10e5868ff7",596900076.338179
"30b3f38716be209a894b0942",525775280.8471
"0a5908a92d0ba3e36f54b1f3",534352033.298238
"dd206b6ea2d7f6555109ea39",598043674.124802
"c641febd8bc2ece3e4d2d8b6",670446821.060596
"c11fdc02a288af0572a2bca1",774965201.176404
"35dc60a65969b264ab283d6d",676865756.125616
