"property_id","price"
"d56159653f5d2abc5ed5acd7",1091108736
"45550aa81c0151f1fd9fd8fe",710924288
"735deef3382aa15930482f3e",997599616
"0dd49fa8bb7be52b851c6dc9",892602752
"7d3220a91e78f8bc2924d1cd",927457280
"d3054072b2175deec2c1f8dc",353902112
"b7574b06d593fca4eac59815",353902112
"79e822115c5c1a4531366001",505951040
"d3ed5316a463d38c1bd321d0",1290250496
"2f1880c9b8f7ac2715e1236d",889052800
"dcca1c7f109175760ff531c6",566992896
"dfc4f3facf91bbd93ee0fa4d",636830208
"30e134a6cbe61d7954d0f56b",386534912
"385fee7bd9ad7722d45dd034",437780704
"87199c236bf22903d1aafdd0",497708864
"19e19ad0cd6b5e84d8aa970e",394130464
"907f968e78d748fde69dd44f",627759424
"be094e5db0f784e3aa013aae",427792800
"7ab96f83915bc84f8c03c1bd",555954176
"07f4aa9b9ff5b0b05d31e6c0",878213568
"e9be8cd37abed8ab510ba1f5",935901056
"5f6ad58df27b562db077b5ce",773123392
"ee96d947484aaace40f9b77f",1028447424
"15c4aef8401208054697b81e",1180373504
"22d6cb11333f2839b8112b89",1354581120
"288c09c33907dadbae495c11",1397195264
"f71d2bca0c5fe2720a1544c4",692813440
"451744cf3ce55a98db8a3562",986635968
"fba9ae05a6a8a9e0c6268a9f",767160640
"1338e58f7dcebf5a1ea59388",699255552
"a817e8da0ada143ac87277ee",343061120
"46d8bb3e9a0ca584d3c7a317",489129760
"b2506aa9463aebf01e1e00ca",321798880
"7ec025b9b6e6f33bf65af41b",587877696
"2ff531e27672ecd2362eed55",1120025344
"9b3cf0d1b91b9c6a2a887647",554361024
"7db5291ce4602d9b2b266872",526460288
"65d5918e826c33bb950fc008",692680000
"395c34e4b8f52cbdb0522459",804625472
"855f4b67d2bd6d18fd03d8e7",712201280
"9ff06409b37e5b5dece4604a",637204672
"0508cd7bd2c77ebb6fea1e56",681809536
"b45fff2e718e54772d46a3fd",734848704
"cf4d2297b73dbc357d21e31b",651808384
"0ada7044c5b29925abc90879",741751616
